Age#,Boarding point 1,Cabin,Category,Class,Destination,destination,Embarked,Gender,Name,NameRaw,Origin,Parch - Calc,parch calc 2,Passenger Id,Port,Sex,SibSp - Calc,sibsp calc2,Survived,Survived - Calc,Survived num,Ticket,Age,Dest Lat,Dest Long,Dest point,Fare,Fare Rounded,Number of Passengers,Origin Lat,Origin Lon,Origin Point,Parch,Pclass,Route,Sib Sp,Survival Percentage,SurvivedRaw,Wreck ship Latitude,Wreck ship longitude
36,Southampton,E25,Men,First,"New York, United States",New York,S,Male,"Mr. John Irwin (""Irving"") Flynn","Flynn, Mr. John Irwin (""Irving"")",Southampton,0,No,573,Southampton,male,0,No,Survived,Survived,,PC 17474,36,40.6677,-74.0407,Point,26.3875,26,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
60,Southampton,P15,Women,Third,"New York, United States",New York,Q,Female,Miss. Mary Kelly,"Kelly, Miss. Mary",Southampton,0,No,574,Queenstown,female,0,No,Survived,Survived,,14312,60,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
16,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Alfred George John Rush,"Rush, Mr. Alfred George John",Southampton,0,No,575,Southampton,male,0,No,Not Survived,Died,,A/4. 20589,16,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
18,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. George Patchett,"Patchett, Mr. George",Southampton,0,No,576,Southampton,male,0,No,Not Survived,Died,,358585,19,40.6677,-74.0407,Point,14.5,14,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
34,Southampton,P15,Women,Second,"New York, United States",New York,S,Female,Miss. Ethel Garside,"Garside, Miss. Ethel",Southampton,0,No,577,Southampton,female,0,No,Survived,Survived,,243880,34,40.6677,-74.0407,Point,13,13,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
38,Southampton,E44,Women,First,"New York, United States",New York,S,Female,Mrs. William Baird (Alice Munger) Silvey,"Silvey, Mrs. William Baird (Alice Munger)",Southampton,0,No,578,Southampton,female,1,Yes,Survived,Survived,,13507,39,40.6677,-74.0407,Point,55.9,55,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
60,Southampton,P15,Women,Third,"New York, United States",New York,C,Female,Mrs. Joseph (Maria Elias) Caram,"Caram, Mrs. Joseph (Maria Elias)",Southampton,0,No,579,Cherbourg,female,1,Yes,Not Survived,Died,,2689,60,40.6677,-74.0407,Point,14.4583,14,1,50.9167,-1.38333,Point,0,3,LineString,1,0,0,41.726931,-49.948253
32,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Eiriik Jussila,"Jussila, Mr. Eiriik",Southampton,0,No,580,Southampton,male,0,No,Survived,Survived,,STON/O 2. 3101286,32,40.6677,-74.0407,Point,7.925,7,1,50.9167,-1.38333,Point,0,3,LineString,0,1,1,41.726931,-49.948253
24,Southampton,P15,Women,Second,"New York, United States",New York,S,Female,Miss. Julie Rachel Christy,"Christy, Miss. Julie Rachel",Southampton,1,Yes,581,Southampton,female,1,Yes,Survived,Survived,,237789,25,40.6677,-74.0407,Point,30,30,1,50.9167,-1.38333,Point,1,2,LineString,1,1,1,41.726931,-49.948253
38,Southampton,C68,Women,First,"New York, United States",New York,C,Female,Mrs. John Borland (Marian Longstreth Morris) Thayer,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",Southampton,1,Yes,582,Cherbourg,female,1,Yes,Survived,Survived,,17421,39,40.6677,-74.0407,Point,110.8833,110,1,50.9167,-1.38333,Point,1,1,LineString,1,1,1,41.726931,-49.948253
54,Southampton,P15,Men,Second,"New York, United States",New York,S,Male,Mr. William James Downton,"Downton, Mr. William James",Southampton,0,No,583,Southampton,male,0,No,Not Survived,Died,,28403,54,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
36,Southampton,A10,Men,First,"New York, United States",New York,C,Male,Mr. John Hugo Ross,"Ross, Mr. John Hugo",Southampton,0,No,584,Cherbourg,male,0,No,Not Survived,Died,,13049,36,40.6677,-74.0407,Point,40.125,40,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,C,Male,Mr. Uscher Paulner,"Paulner, Mr. Uscher",Southampton,0,No,585,Cherbourg,male,0,No,Not Survived,Died,,3411,60,40.6677,-74.0407,Point,8.7125,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
18,Southampton,E68,Women,First,"New York, United States",New York,S,Female,Miss. Ruth Taussig,"Taussig, Miss. Ruth",Southampton,2,Yes,586,Southampton,female,0,No,Survived,Survived,,110413,18,40.6677,-74.0407,Point,79.65,79,1,50.9167,-1.38333,Point,2,1,LineString,0,1,1,41.726931,-49.948253
46,Southampton,P15,Men,Second,"New York, United States",New York,S,Male,Mr. John Denzil Jarvis,"Jarvis, Mr. John Denzil",Southampton,0,No,587,Southampton,male,0,No,Not Survived,Died,,237565,47,40.6677,-74.0407,Point,15,15,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
60,Southampton,B41,Men,First,"New York, United States",New York,C,Male,Mr. Maxmillian Frolicher-Stehli,"Frolicher-Stehli, Mr. Maxmillian",Southampton,1,Yes,588,Cherbourg,male,1,Yes,Survived,Survived,,13567,60,40.6677,-74.0407,Point,79.2,79,1,50.9167,-1.38333,Point,1,1,LineString,1,1,1,41.726931,-49.948253
22,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Eliezer Gilinski,"Gilinski, Mr. Eliezer",Southampton,0,No,589,Southampton,male,0,No,Not Survived,Died,,14973,22,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Joseph Murdlin,"Murdlin, Mr. Joseph",Southampton,0,No,590,Southampton,male,0,No,Not Survived,Died,,A./5. 3235,60,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
34,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Matti Rintamaki,"Rintamaki, Mr. Matti",Southampton,0,No,591,Southampton,male,0,No,Not Survived,Died,,STON/O 2. 3101273,35,40.6677,-74.0407,Point,7.125,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
52,Southampton,D20,Women,First,"New York, United States",New York,C,Female,Mrs. Walter Bertram (Martha Eustis) Stephenson,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",Southampton,0,No,592,Cherbourg,female,1,Yes,Survived,Survived,,36947,52,40.6677,-74.0407,Point,78.2667,78,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
46,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. William James Elsbury,"Elsbury, Mr. William James",Southampton,0,No,593,Southampton,male,0,No,Not Survived,Died,,A/5 3902,47,40.6677,-74.0407,Point,7.25,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Women,Third,"New York, United States",New York,Q,Female,Miss. Mary Bourke,"Bourke, Miss. Mary",Southampton,2,Yes,594,Queenstown,female,0,No,Not Survived,Died,,364848,60,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,2,3,LineString,0,0,0,41.726931,-49.948253
36,Southampton,P15,Men,Second,"New York, United States",New York,S,Male,Mr. John Henry Chapman,"Chapman, Mr. John Henry",Southampton,0,No,595,Southampton,male,1,Yes,Not Survived,Died,,SC/AH 29037,37,40.6677,-74.0407,Point,26,26,1,50.9167,-1.38333,Point,0,2,LineString,1,0,0,41.726931,-49.948253
36,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Jean Baptiste Van Impe,"Van Impe, Mr. Jean Baptiste",Southampton,1,Yes,596,Southampton,male,1,Yes,Not Survived,Died,,345773,36,40.6677,-74.0407,Point,24.15,24,1,50.9167,-1.38333,Point,1,3,LineString,1,0,0,41.726931,-49.948253
60,Southampton,P15,Women,Second,"New York, United States",New York,S,Female,Miss. Jessie Wills Leitch,"Leitch, Miss. Jessie Wills",Southampton,0,No,597,Southampton,female,0,No,Survived,Survived,,248727,60,40.6677,-74.0407,Point,33,33,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
48,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Alfred Johnson,"Johnson, Mr. Alfred",Southampton,0,No,598,Southampton,male,0,No,Not Survived,Died,,LINE,49,40.6677,-74.0407,Point,0,0,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,C,Male,Mr. Hanna Boulos,"Boulos, Mr. Hanna",Southampton,0,No,599,Cherbourg,male,0,No,Not Survived,Died,,2664,60,40.6677,-74.0407,Point,7.225,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
48,Southampton,A20,Men,First,"New York, United States",New York,C,Male,"Sir. Cosmo Edmund (""Mr Morgan"") Duff Gordon","Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",Southampton,0,No,600,Cherbourg,male,1,Yes,Survived,Survived,,PC 17485,49,40.6677,-74.0407,Point,56.9292,56,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
24,Southampton,P15,Women,Second,"New York, United States",New York,S,Female,Mrs. Sidney Samuel (Amy Frances Christy) Jacobsohn,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",Southampton,1,Yes,601,Southampton,female,2,Yes,Survived,Survived,,243847,24,40.6677,-74.0407,Point,27,27,1,50.9167,-1.38333,Point,1,2,LineString,2,1,1,41.726931,-49.948253
60,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Petco Slabenoff,"Slabenoff, Mr. Petco",Southampton,0,No,602,Southampton,male,0,No,Not Survived,Died,,349214,60,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,P15,Men,First,"New York, United States",New York,S,Male,Mr. Charles H Harrington,"Harrington, Mr. Charles H",Southampton,0,No,603,Southampton,male,0,No,Not Survived,Died,,113796,60,40.6677,-74.0407,Point,42.4,42,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
44,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Ernst William Torber,"Torber, Mr. Ernst William",Southampton,0,No,604,Southampton,male,0,No,Not Survived,Died,,364511,44,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
34,Southampton,P15,Men,First,"New York, United States",New York,C,Male,"Mr. Harry (""Mr E Haven"") Homer","Homer, Mr. Harry (""Mr E Haven"")",Southampton,0,No,605,Cherbourg,male,0,No,Survived,Survived,,111426,35,40.6677,-74.0407,Point,26.55,26,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
36,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Edvard Bengtsson Lindell,"Lindell, Mr. Edvard Bengtsson",Southampton,0,No,606,Southampton,male,1,Yes,Not Survived,Died,,349910,36,40.6677,-74.0407,Point,15.55,15,1,50.9167,-1.38333,Point,0,3,LineString,1,0,0,41.726931,-49.948253
30,Southampton,P15,Men,Third,"New York, United States",New York,S,Male,Mr. Milan Karaic,"Karaic, Mr. Milan",Southampton,0,No,607,Southampton,male,0,No,Not Survived,Died,,349246,30,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
26,Southampton,P15,Men,First,"New York, United States",New York,S,Male,Mr. Robert Williams Daniel,"Daniel, Mr. Robert Williams",Southampton,0,No,608,Southampton,male,0,No,Survived,Survived,,113804,27,40.6677,-74.0407,Point,30.5,30,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
22,Southampton,P15,Women,Second,"New York, United States",New York,C,Female,Mrs. Joseph (Juliette Marie Louise Lafargue) Laroche,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",Southampton,2,Yes,609,Cherbourg,female,1,Yes,Survived,Survived,,SC/Paris 2123,22,40.6677,-74.0407,Point,41.5792,41,1,50.9167,-1.38333,Point,2,2,LineString,1,1,1,41.726931,-49.948253
40,Southampton,C125,Women,First,"New York, United States",New York,S,Female,Miss. Elizabeth W Shutes,"Shutes, Miss. Elizabeth W",Southampton,0,No,610,Southampton,female,0,No,Survived,Survived,,PC 17582,40,40.6677,-74.0407,Point,153.4625,153,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
38,Southampton,U5,Women,Third,"New York, United States",New York,S,Female,Mrs. Anders Johan (Alfrida Konstantia Brogren) Andersson,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",Southampton,5,Yes,611,Southampton,female,1,Yes,Not Survived,Died,,347082,39,40.6677,-74.0407,Point,31.275,31,1,50.9167,-1.38333,Point,5,3,LineString,1,0,0,41.726931,-49.948253
60,Southampton,U5,Men,Third,"New York, United States",New York,S,Male,Mr. Jose Neto Jardin,"Jardin, Mr. Jose Neto",Southampton,0,No,612,Southampton,male,0,No,Not Survived,Died,,SOTON/O.Q. 3101305,60,40.6677,-74.0407,Point,7.05,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,U5,Women,Third,"New York, United States",New York,Q,Female,Miss. Margaret Jane Murphy,"Murphy, Miss. Margaret Jane",Southampton,0,No,613,Queenstown,female,1,Yes,Survived,Survived,,367230,60,40.6677,-74.0407,Point,15.5,15,1,50.9167,-1.38333,Point,0,3,LineString,1,1,1,41.726931,-49.948253
60,Southampton,U5,Men,Third,"New York, United States",New York,Q,Male,Mr. John Horgan,"Horgan, Mr. John",Southampton,0,No,614,Queenstown,male,0,No,Not Survived,Died,,370377,60,40.6677,-74.0407,Point,7.75,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
34,Southampton,U5,Men,Third,"New York, United States",New York,S,Male,Mr. William Alfred Brocklebank,"Brocklebank, Mr. William Alfred",Southampton,0,No,615,Southampton,male,0,No,Not Survived,Died,,364512,35,40.6677,-74.0407,Point,8.05,8,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
24,Southampton,U5,Women,Second,"New York, United States",New York,S,Female,Miss. Alice Herman,"Herman, Miss. Alice",Southampton,2,Yes,616,Southampton,female,1,Yes,Survived,Survived,,220845,24,40.6677,-74.0407,Point,65,65,1,50.9167,-1.38333,Point,2,2,LineString,1,1,1,41.726931,-49.948253
34,Southampton,U5,Men,Third,"New York, United States",New York,S,Male,Mr. Ernst Gilbert Danbom,"Danbom, Mr. Ernst Gilbert",Southampton,1,Yes,617,Southampton,male,1,Yes,Not Survived,Died,,347080,34,40.6677,-74.0407,Point,14.4,14,1,50.9167,-1.38333,Point,1,3,LineString,1,0,0,41.726931,-49.948253
26,Southampton,U5,Women,Third,"New York, United States",New York,S,Female,Mrs. William Arthur (Cordelia K Stanlick) Lobb,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Southampton,0,No,618,Southampton,female,1,Yes,Not Survived,Died,,A/5. 3336,26,40.6677,-74.0407,Point,16.1,16,1,50.9167,-1.38333,Point,0,3,LineString,1,0,0,41.726931,-49.948253
4,Southampton,F4,Children,Second,"New York, United States",New York,S,Female,Miss. Marion Louise Becker,"Becker, Miss. Marion Louise",Southampton,1,Yes,619,Southampton,female,2,Yes,Survived,Survived,,230136,4,40.6677,-74.0407,Point,39,39,1,50.9167,-1.38333,Point,1,2,LineString,2,1,1,41.726931,-49.948253
26,Southampton,U5,Men,Second,"New York, United States",New York,S,Male,Mr. Lawrence Gavey,"Gavey, Mr. Lawrence",Southampton,0,No,620,Southampton,male,0,No,Not Survived,Died,,31028,26,40.6677,-74.0407,Point,10.5,10,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
26,Southampton,U5,Men,Third,"New York, United States",New York,C,Male,Mr. Antoni Yasbeck,"Yasbeck, Mr. Antoni",Southampton,0,No,621,Cherbourg,male,1,Yes,Not Survived,Died,,2659,27,40.6677,-74.0407,Point,14.4542,14,1,50.9167,-1.38333,Point,0,3,LineString,1,0,0,41.726931,-49.948253
42,Southampton,D19,Men,First,"New York, United States",New York,S,Male,Mr. Edwin Nelson Jr Kimball,"Kimball, Mr. Edwin Nelson Jr",Southampton,0,No,622,Southampton,male,1,Yes,Survived,Survived,,11753,42,40.6677,-74.0407,Point,52.5542,52,1,50.9167,-1.38333,Point,0,1,LineString,1,1,1,41.726931,-49.948253
20,Southampton,U5,Men,Third,"New York, United States",New York,C,Male,Mr. Sahid Nakid,"Nakid, Mr. Sahid",Southampton,1,Yes,623,Cherbourg,male,1,Yes,Survived,Survived,,2653,20,40.6677,-74.0407,Point,15.7417,15,1,50.9167,-1.38333,Point,1,3,LineString,1,1,1,41.726931,-49.948253
20,Southampton,U5,Men,Third,"New York, United States",New York,S,Male,Mr. Henry Damsgaard Hansen,"Hansen, Mr. Henry Damsgaard",Southampton,0,No,624,Southampton,male,0,No,Not Survived,Died,,350029,21,40.6677,-74.0407,Point,7.8542,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
20,Southampton,U5,Men,Third,"New York, United States",New York,S,Male,"Mr. David John ""Dai"" Bowen","Bowen, Mr. David John ""Dai""",Southampton,0,No,625,Southampton,male,0,No,Not Survived,Died,,54636,21,40.6677,-74.0407,Point,16.1,16,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,D50,Men,First,"New York, United States",New York,S,Male,Mr. Frederick Sutton,"Sutton, Mr. Frederick",Southampton,0,No,626,Southampton,male,0,No,Not Survived,Died,,36963,61,40.6677,-74.0407,Point,32.3208,32,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
56,Southampton,U5,Men,Second,"New York, United States",New York,Q,Male,Rev. Charles Leonard Kirkland,"Kirkland, Rev. Charles Leonard",Southampton,0,No,627,Queenstown,male,0,No,Not Survived,Died,,219533,57,40.6677,-74.0407,Point,12.35,12,1,50.9167,-1.38333,Point,0,2,LineString,0,0,0,41.726931,-49.948253
20,Southampton,D9,Women,First,"New York, United States",New York,S,Female,Miss. Gretchen Fiske Longley,"Longley, Miss. Gretchen Fiske",Southampton,0,No,628,Southampton,female,0,No,Survived,Survived,,13502,21,40.6677,-74.0407,Point,77.9583,77,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
26,Southampton,U5,Men,Third,"New York, United States",New York,S,Male,Mr. Guentcho Bostandyeff,"Bostandyeff, Mr. Guentcho",Southampton,0,No,629,Southampton,male,0,No,Not Survived,Died,,349224,26,40.6677,-74.0407,Point,7.8958,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
60,Southampton,U5,Men,Third,"New York, United States",New York,Q,Male,Mr. Patrick D O'Connell,"O'Connell, Mr. Patrick D",Southampton,0,No,630,Queenstown,male,0,No,Not Survived,Died,,334912,60,40.6677,-74.0407,Point,7.7333,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
80,Southampton,A23,Men,First,"New York, United States",New York,S,Male,Mr. Algernon Henry Wilson Barkworth,"Barkworth, Mr. Algernon Henry Wilson",Southampton,0,No,631,Southampton,male,0,No,Survived,Survived,,27042,80,40.6677,-74.0407,Point,30,30,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
50,Southampton,U5,Men,Third,"New York, United States",New York,S,Male,Mr. Johan Svensson Lundahl,"Lundahl, Mr. Johan Svensson",Southampton,0,No,632,Southampton,male,0,No,Not Survived,Died,,347743,51,40.6677,-74.0407,Point,7.0542,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
32,Southampton,B50,Men,First,"New York, United States",New York,C,Male,Dr. Max Stahelin-Maeglin,"Stahelin-Maeglin, Dr. Max",Southampton,0,No,633,Cherbourg,male,0,No,Survived,Survived,,13214,32,40.6677,-74.0407,Point,30.5,30,1,50.9167,-1.38333,Point,0,1,LineString,0,1,1,41.726931,-49.948253
60,Southampton,U5,Men,First,"New York, United States",New York,S,Male,Mr. William Henry Marsh Parr,"Parr, Mr. William Henry Marsh",Southampton,0,No,634,Southampton,male,0,No,Not Survived,Died,,112052,60,40.6677,-74.0407,Point,0,0,1,50.9167,-1.38333,Point,0,1,LineString,0,0,0,41.726931,-49.948253
8,Southampton,U5,Children,Third,"New York, United States",New York,S,Female,Miss. Mabel Skoog,"Skoog, Miss. Mabel",Southampton,2,Yes,635,Southampton,female,3,Yes,Not Survived,Died,,347088,9,40.6677,-74.0407,Point,27.9,27,1,50.9167,-1.38333,Point,2,3,LineString,3,0,0,41.726931,-49.948253
28,Southampton,U5,Women,Second,"New York, United States",New York,S,Female,Miss. Mary Davis,"Davis, Miss. Mary",Southampton,0,No,636,Southampton,female,0,No,Survived,Survived,,237668,28,40.6677,-74.0407,Point,13,13,1,50.9167,-1.38333,Point,0,2,LineString,0,1,1,41.726931,-49.948253
32,Southampton,U5,Men,Third,"New York, United States",New York,S,Male,Mr. Antti Gustaf Leinonen,"Leinonen, Mr. Antti Gustaf",Southampton,0,No,637,Southampton,male,0,No,Not Survived,Died,,STON/O 2. 3101292,32,40.6677,-74.0407,Point,7.925,7,1,50.9167,-1.38333,Point,0,3,LineString,0,0,0,41.726931,-49.948253
30,Southampton,U5,Men,Second,"New York, United States",New York,S,Male,Mr. Harvey Collyer,"Collyer, Mr. Harvey",Southampton,1,Yes,638,Southampton,male,1,Yes,Not Survived,Died,,C.A. 31921,31,40.6677,-74.0407,Point,26.25,26,1,50.9167,-1.38333,Point,1,2,LineString,1,0,0,41.726931,-49.948253
40,Southampton,U5,Women,Third,"New York, United States",New York,S,Female,Mrs. Juha (Maria Emilia Ojala) Panula,"Panula, Mrs. Juha (Maria Emilia Ojala)",Southampton,5,Yes,639,Southampton,female,0,No,Not Survived,Died,,3101295,41,40.6677,-74.0407,Point,39.6875,39,1,50.9167,-1.38333,Point,5,3,LineString,0,0,0,41.726931,-49.948253
